"sample_month","party_brand_index_10","q1_stance_republican_10","q1_stance_democratic_10","post_breakpoint","affiliation_recognizability","conditional_psi","observed_unconditional_psi","ingroup_self_positioning","emotional_intensity","outgroup_construction","republican_skew","democratic_skew","direction_slope"
"2024-03",6.33417150095075,5.79349704540993,1.60520966942232,1,0.658149339546852,0.179743674186453,0.11947002377751,0.0165360238046059,0.202444186525992,0.320250812228761,0.0861482139886854,0.866241096524431,-0.0421718435447967
"2024-04",5.58805355543685,4.99921358130687,1.48044644982227,1,0.61631149239109,0.164755240739371,0.101867975975313,0.0165775169327151,0.183473247902751,0.294214957382647,0.120474762869229,0.82062428870198,-0.0445540234561053
"2024-05",5.40377413524625,5.43410248637374,1.85319039584397,1,0.459481058585516,0.155298331003184,0.0704757417842652,0.0111005364658217,0.199815381007117,0.254979075536614,0.183286661296108,0.754116455466418,-0.0345635479666336
"2024-06",6.82335444553398,6.10591129231591,1.45770372488522,1,0.690366785651275,0.176061170490195,0.1223173917085,0.0141885609557672,0.192582775928844,0.321412174585975,0.126828252279015,0.838760469205537,-0.0607321013011251
"2024-07",6.53496306081673,5.75591632346402,1.55051065217779,1,0.65840106673052,0.124691094788071,0.0837945795343699,0.0328943434148078,0.159146369518486,0.182032571430921,0.30142236738812,0.575518981980143,-0.00819548797326976
"2024-08",6.47480313134927,6.05821788635604,2.00803645424212,1,0.46518247579641,0.137503562457083,0.0643347673507303,0.0102938284057206,0.174055672497916,0.228161186467613,0.163475600130491,0.761256378075129,-0.0487152036876688
"2024-09",6.15351244085297,6.0142914734829,2.17401165373844,1,0.705432575602136,0.172957257837883,0.122488940649466,0.0122221286496602,0.208244048347276,0.298405596516713,0.0717635035162363,0.890058192767837,-0.0532844714292616
"2024-10",6.02671736550006,6.05369384351724,2.04506877951771,1,0.651145901638296,0.172564523368476,0.113121055891507,0.00916227372852593,0.223348954631868,0.285182341745035,0.103453648503913,0.854495123426237,-0.0470373312982962
"2024-11",6.3062194660326,5.93843912476569,1.82975920168473,1,0.596268538658334,0.143621585607036,0.0860358424519477,0.0214368262267626,0.185551997439141,0.223875933155205,0.253187586888962,0.681829267742883,-0.026657641400651
"2024-12",6.16353611998906,5.83899604952418,2.3453040905629,1,0.602615048491123,0.133844268328781,0.0815010691569658,0.0136747857385726,0.167363226734468,0.220494792513304,0.2325161563667,0.701904767334157,-0.0263831221098549
