"outcome","outcome_label","predictor","sample_month","fitted","residual","sqrt_abs_standardized_residual"
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-01",0.168583742344348,0.00262158444326415,0.202309190730123
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-02",0.16781854542051,-0.0344797377534893,0.733718207970303
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-03",0.144407585981017,-0.028124744956491,0.672071102230181
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-04",0.146315867178138,-0.0596082182440116,0.97631467368007
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-05",0.166959119104274,0.0190829748755862,0.545882704229622
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-06",0.179052967154516,-0.0178775715127005,0.52948813427805
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-07",0.169421516743212,-0.0478262827023224,0.864102401579842
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-08",0.154018309189339,-0.025484858861502,0.634050126516902
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-09",0.1720212979191,0.045683411550845,0.846264471183184
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-10",0.172387608548309,0.0261620525788204,0.640451813125646
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-11",0.180182133647464,-0.0587801713009686,0.962507106600637
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2023-12",0.172626721698706,0.0522068365961857,0.904755326834222
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-01",0.172689898937559,-0.0117217380147777,0.428714448887812
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-02",0.168289796714853,-0.0315275075525576,0.70287973544341
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-03",0.166613570670343,-0.0804653566816574,1.12302470351346
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-04",0.188180303000836,-0.0677055401316078,1.03887022522925
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-05",0.176372009069312,0.0069146522267962,0.329583518057574
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-06",0.158130762272886,-0.0313025099938713,0.702224159641991
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-07",0.167633978884316,0.133788388503804,1.44796426962932
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-08",0.159425754510233,0.00404984562025854,0.25243178870217
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-09",0.160618463702213,-0.0888549601859769,1.18182967661756
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-10",0.159548593301881,-0.0560949447979675,0.939428307389129
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-11",0.162678039880437,0.0905095470085259,1.19196771031357
"rep_skew_mean","Republican Skew","q1_stance_republican_10","2024-12",0.165378161792551,0.0671379945741486,1.02598346355549
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-03",0.786837088455899,-0.0311848316799057,0.6503062477832
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-04",0.760087835835834,0.0395370331531428,0.74027188415897
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-05",0.76088912283458,-0.126980034161739,1.32579186398425
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-06",0.754476665246401,-0.0397269012944558,0.745873920799335
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-07",0.761199995612564,-0.155909509331899,1.46871370537882
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-08",0.744289117693564,0.00753869926073964,0.328909942803237
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-09",0.760315225262811,0.0943373374597545,1.14327362196146
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-10",0.806662147221601,-0.00316860474994734,0.208439129245374
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-11",0.826505803615655,-0.0159588461437059,0.476223586828066
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2022-12",0.764979412247253,0.118144919924598,1.27502475866913
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-01",0.787420565732129,-0.0079556227094477,0.328459988060773
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-02",0.767764804695694,0.052823525441201,0.851086781740527
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-03",0.808653251730478,0.0343923409668634,0.687544029900176
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-04",0.831968043280857,0.05149122551055,0.861777599681985
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-05",0.816499660009584,-0.0639340616814735,0.94305606203299
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-06",0.800651891589357,-0.000512498705631415,0.0835851731708269
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-07",0.799923291283085,0.042314004570166,0.759283705308217
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-08",0.831255699220316,0.00475182417118994,0.261522825535225
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-09",0.757031971671874,-0.0284078770532999,0.624098917205081
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-10",0.759151835485078,-0.0186067796891614,0.504625521789141
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-11",0.770833608590708,0.0478889252637416,0.807399467028539
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2023-12",0.76074847058489,-0.0308260097925242,0.649126855224711
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-01",0.766673521268603,0.0174064271831741,0.487011610864806
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-02",0.761528567898133,0.0565206744308233,0.8787358000523
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-03",0.765233115328857,0.101007981195574,1.17351246608855
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-04",0.757822242421836,0.0628020462801444,0.927608527461954
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-05",0.779963046576166,-0.0258465911097471,0.593573168553094
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-06",0.756471335923846,0.082289133281691,1.06248085452286
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-07",0.76198402103458,-0.186465039054436,1.59583919999411
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-08",0.789160825077077,-0.0279044470019484,0.618720792499651
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-09",0.79901966899861,0.0910385237692267,1.12462996660799
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-10",0.79136052669546,0.0631345967307764,0.931725094418664
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-11",0.778571245350368,-0.0967419776074851,1.14806270192461
"dem_skew_mean","Democratic Skew","q1_stance_democratic_10","2024-12",0.809194354160706,-0.107289586826549,1.23301694194651
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-03",-0.0372835795239316,-0.00426838832779622,0.645778149430843
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-04",-0.0430703981454264,-0.00419788076549502,0.613231840400994
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-05",-0.0454317882629577,0.000741652831859147,0.257867023398469
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-06",-0.038082497784166,0.00729543356704389,0.835502052243243
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-07",-0.045735052264787,0.0115995670387838,1.02057638269777
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-08",-0.0439331689312915,0.00272215766838276,0.493342053515642
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-09",-0.0442623089307503,-0.0182655100402956,1.27789544189467
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-10",-0.0511083320566524,0.0063232336734465,0.787105576826837
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-11",-0.0434381044392687,0.00954903843900339,0.924363221163962
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2022-12",-0.0508182720563708,-0.0032111990698589,0.558637978229998
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-01",-0.0443701489133495,-9.32943014077666e-05,0.0913315214641692
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-02",-0.0443916075857881,0.00708144755925745,0.795715697269937
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-03",-0.0492319008127059,-0.0055927724233927,0.723845102273954
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-04",-0.0443825660919095,-0.00248900418106438,0.471745847916173
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-05",-0.0420319858703679,-0.0115495697140969,1.02011067437423
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-06",-0.042978164444002,0.0033884311505962,0.551044863348009
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-07",-0.0404440937203342,0.0103744262170066,0.974816458606308
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-08",-0.0436461149392801,-0.00940776932197225,0.917300712372215
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-09",-0.0417006811595361,-0.0114030069290334,1.01203198919197
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-10",-0.0410785373641141,0.00338607033360077,0.551225389546761
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-11",-0.0385770518155515,0.0158165805254095,1.19727510849555
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2023-12",-0.0408935317449395,-0.00398912723845984,0.598296109920697
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-01",-0.0392536266830218,-0.00733764915152267,0.813497896261447
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-02",-0.0409595531605694,-0.0170348357488011,1.23635920467812
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-03",-0.0422698366225242,9.7993077727385e-05,0.0939130529318914
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-04",-0.0374786547933177,-0.00707536866278772,0.805417507700305
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-05",-0.0362953080921392,0.00173176012550564,0.402029273751802
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-06",-0.0454111153564523,-0.0153209859446727,1.1936665896742
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-07",-0.0435592157064508,0.0353637277331811,1.79201810644559
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-08",-0.0431728998931884,-0.00554230379448034,0.708257140019532
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-09",-0.041109737993043,-0.0121747334362185,1.04523556327155
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-10",-0.0402955258906316,-0.0067418054076647,0.778089319296174
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-11",-0.0420903431756846,0.0154327017750336,1.17810112183235
"direction_slope","Conditional Partisan Strength Direction Slope","party_brand_index_10","2024-12",-0.0411741048530379,0.0147909827431831,1.15210465917025
